#'chr'	'start'	'end'	'MED1_white'	'MED1_brite'
chr22	17560000	17565000	11.60758445012458	14.631897705078124
chr22	17560000	17565000	11.60758445012458	14.631897705078124
chr22	17570000	17575000	6.958130332076884	9.511223021850585
chr22	17570000	17575000	6.958130332076884	9.511223021850585
chr22	17710000	17715000	2.677066224513544	3.8659289505004883
chr22	17710000	17715000	2.677066224513544	3.8659289505004883
chr22	19090000	19095000	1.2093469606488665	0.7919306708526611
chr22	19100000	19105000	1.7220262724974444	1.0051756101226808
chr22	19410000	19415000	4.419277127503012	5.305408899230957
chr22	19430000	19435000	4.619371851812344	4.047420870361329
chr22	22960000	22965000	0.9053252790504527	2.5111450832366944
chr22	23125000	23130000	0.4104853048306759	0.6045641204071045
chr22	23255000	23260000	2.142166137652531	2.511926611328125
chr22	23265000	23270000	1.00507181049953	1.9831999138641356
chr22	25565000	25570000	9.219574920026833	11.464437045898439
chr22	25665000	25670000	9.84001119264977	10.090314956054687
chr22	27150000	27155000	2.5243529507645937	4.1071369729232785
chr22	27205000	27210000	1.7945438052738936	2.3929294277954103
chr22	27210000	27215000	11.381527663300416	13.465350351867677
chr22	27215000	27220000	9.120228092143693	10.645005816650391
chr22	27215000	27220000	9.120228092143693	10.645005816650391
chr22	27270000	27275000	6.587795157402252	7.29853949859619
chr22	27270000	27275000	6.587795157402252	7.29853949859619
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27275000	27280000	12.555817903151466	21.030485541687014
chr22	27305000	27310000	2.1945381633437684	2.2352032695007327
chr22	27310000	27315000	3.509529323114413	4.513970419464111
chr22	27315000	27320000	5.129819593083746	6.124463802032471
chr22	27320000	27325000	3.381264744468047	2.6536159727478026
chr22	27325000	27330000	1.4288067318069602	3.061348779754639
chr22	27330000	27335000	3.7199395753093967	3.4202782048034672
chr22	27390000	27395000	2.4873234826203823	2.726994211578369
chr22	27395000	27400000	8.53312644698954	5.900364276733399
chr22	27395000	27400000	8.53312644698954	5.900364276733399
chr22	27745000	27750000	7.00935540891273	6.099946026153565
chr22	27800000	27805000	1.7907207306763837	2.099244317016602
chr22	28600000	28605000	0.9761446590815749	1.2131805786132812
chr22	28825000	28830000	1.2538978985652747	1.1145330783081053
chr22	31035000	31040000	1.7375341708459586	1.1399766975402832
chr22	31080000	31085000	2.919445030483353	1.7704182427978514
chr22	31105000	31110000	1.5540129988910996	1.8171086096954343
chr22	31145000	31150000	4.271231317480925	4.673809522094727
chr22	31585000	31590000	3.4636823616954766	6.365612411193848
chr22	31595000	31600000	0.8853694535870418	0.7107955065917969
chr22	32615000	32620000	1.039723871077778	0.5695971475219727
chr22	32795000	32800000	1.1904158393645956	0.7615085328674317
chr22	35645000	35650000	12.281478117413387	15.848469864654541
chr22	35645000	35650000	12.281478117413387	15.848469864654541
chr22	35920000	35925000	3.902623652320933	3.614620950317383
chr22	36150000	36155000	9.18045465487186	9.79645523071289
chr22	36230000	36235000	1.222756394430856	1.9399541094970705
chr22	36260000	36265000	5.376383115907473	4.324171824951172
chr22	36270000	36275000	0.6880262889541198	0.5767468075561524
chr22	36275000	36280000	2.877407652211412	3.4872006068420407
chr22	36415000	36420000	2.8483127122968157	3.8932838137817387
chr22	36425000	36430000	1.5503372483298044	1.1105385382843018
chr22	36585000	36590000	2.1564394020330124	5.330593265075684
chr22	36640000	36645000	2.703776906093704	3.779670636825562
chr22	36700000	36705000	2.1373970348465106	7.97361505279541
chr22	36700000	36705000	2.1373970348465106	7.97361505279541
chr22	38505000	38510000	17.362615644708082	15.654652389678956
chr22	38505000	38510000	17.362615644708082	15.654652389678956
chr22	38530000	38535000	2.518683057738687	2.1662255798339842
chr22	38535000	38540000	0.6120589967103762	0.8522829620361329
chr22	39405000	39410000	4.2328785597756635	4.226305816040039
chr22	39405000	39410000	4.2328785597756635	4.226305816040039
chr22	39460000	39465000	5.44181318667403	14.683393994140625
chr22	39465000	39470000	4.151286900186984	9.47023635406494
chr22	39495000	39500000	8.239059639789902	9.917739250183105
chr22	39495000	39500000	8.239059639789902	9.917739250183105
chr22	39495000	39500000	8.239059639789902	9.917739250183105
chr22	39500000	39505000	4.580276078325789	7.167877746582032
chr22	39515000	39520000	3.6498071814991606	3.436748504638672
chr22	39520000	39525000	8.908426245573525	8.031044287109374
chr22	39520000	39525000	8.908426245573525	8.031044287109374
chr22	39525000	39530000	2.8403841549311846	3.1215272521972657
chr22	39900000	39905000	1.198566398977119	1.1242586151123046
chr22	39910000	39915000	0.7388276346081885	0.412478857421875
chr22	41390000	41395000	9.437113889091707	6.4552863882446285
chr22	41400000	41405000	12.715564471378503	13.972194689941407
chr22	41400000	41405000	12.715564471378503	13.972194689941407
chr22	41405000	41410000	2.0626455367899386	1.636138310546875
chr22	41440000	41445000	3.7083765816661804	2.578270601501465
chr22	41440000	41445000	3.7083765816661804	2.578270601501465
chr22	41445000	41450000	13.150005472400704	10.036244089355469
chr22	41525000	41530000	1.0884839164947795	1.0421680325317382
chr22	43930000	43935000	2.155005504857714	1.7496931018066406
chr22	43940000	43945000	1.9221953110169026	1.3325824389648437
chr22	43955000	43960000	14.87466928568332	15.018648223571777
chr22	43955000	43960000	14.87466928568332	15.018648223571777
chr22	43965000	43970000	1.2778191752496166	0.9737107928466796
chr22	44635000	44640000	4.976006602748978	5.798504062499999
chr22	44635000	44640000	4.976006602748978	5.798504062499999
chr22	44670000	44675000	1.4158168455890408	3.4798766519165043
chr22	46015000	46020000	1.3390748789564473	1.4004028564453126
chr22	46020000	46025000	0.7807659095835464	0.7890650024414062
chr22	46030000	46035000	1.469842289719626	1.069840576171875
chr22	46090000	46095000	3.0929191734813086	2.630604357910156
chr22	47835000	47840000	1.2039824082846953	1.7294606604003908
chr22	47850000	47855000	4.7088803760849425	4.952183732910156
chr22	50525000	50530000	4.795892768303702	3.323251492919922
chr22	50535000	50540000	5.325104123067411	4.10473313659668
chr22	50540000	50545000	6.908464416732076	6.6610050961303715
chr22	50560000	50565000	9.603580567219101	8.59560610900879
chr22	50560000	50565000	9.603580567219101	8.59560610900879
chr22	50560000	50565000	9.603580567219101	8.59560610900879
chr12	370000	375000	0.7821583791001936	0.802958950805664
chr12	380000	385000	0.9147656091850495	0.6767549407958985
chr12	1660000	1665000	10.279568116375218	11.055315881347656
chr12	1665000	1670000	28.668577145927642	25.85651414794922
chr12	1670000	1675000	11.537107007805654	12.949967307281494
chr12	1690000	1695000	13.69894408517998	11.7301903717041
chr12	1690000	1695000	13.69894408517998	11.7301903717041
chr12	1690000	1695000	13.69894408517998	11.7301903717041
chr12	3250000	3255000	1.5689275335294064	2.124861407470703
chr12	3260000	3265000	2.4676650090297807	2.559629476928711
chr12	6750000	6755000	6.879641420738719	6.108226831665039
chr12	6775000	6780000	2.6153194570951377	1.812535002441406
chr12	6835000	6840000	0.5906864053601416	0.44217755172729484
chr12	6845000	6850000	0.5682618168055454	0.39899004364013674
chr12	7675000	7680000	5.05787245189631	5.2885349670410156
chr12	7675000	7680000	5.05787245189631	5.2885349670410156
chr12	7675000	7680000	5.05787245189631	5.2885349670410156
chr12	7700000	7705000	0.7039149534706757	1.1286586808776855
chr12	7715000	7720000	2.161280310686058	1.7629795837402344
chr12	7805000	7810000	1.4195012831643363	1.061156753540039
chr12	8685000	8690000	5.147435776412822	4.942572429809571
chr12	8695000	8700000	2.8850512967403805	3.9109984219360348
chr12	12180000	12185000	1.4580353513343312	1.4907141494750977
chr12	12250000	12255000	0.7971125181964624	1.8904570678710937
chr12	13390000	13395000	5.141866227308612	7.770820795440674
chr12	13390000	13395000	5.141866227308612	7.770820795440674
chr12	13430000	13435000	0.9422581769426294	1.419217561340332
chr12	13435000	13440000	3.5265943872754817	4.618900076293945
chr12	14050000	14055000	5.25010829587562	3.9281921630859373
chr12	14055000	14060000	9.56760055068542	4.460912514648438
chr12	14070000	14075000	17.006265248293296	16.191191953125003
chr12	14070000	14075000	17.006265248293296	16.191191953125003
chr12	14070000	14075000	17.006265248293296	16.191191953125003
chr12	14135000	14140000	9.875253249523126	8.984117905273438
chr12	14135000	14140000	9.875253249523126	8.984117905273438
chr12	14140000	14145000	9.594239799114476	8.256533952636719
chr12	14140000	14145000	9.594239799114476	8.256533952636719
chr12	14150000	14155000	8.643903902941554	7.999378013916017
chr12	14155000	14160000	13.754787332524094	8.430208709716798
chr12	14155000	14160000	13.754787332524094	8.430208709716798
chr12	14265000	14270000	1.682235057424385	2.494790344238281
chr12	14365000	14370000	5.140504002480195	3.115622487792969
chr12	14440000	14445000	9.175185958320403	11.515496821289062
chr12	14440000	14445000	9.175185958320403	11.515496821289062
chr12	15785000	15790000	4.366793854729483	3.4078319659423824
