promoter_id	logfc	pred_logfc	prediction_error
chr2:111494786:111497086	-1.10792686407139	-1.0768586369054403	0.031068227165949702
chr9:98375007:98377307	0.0	-0.13266039726581835	-0.13266039726581835
chr16:12899619:12901919	0.0	-0.024466125665211853	-0.024466125665211853
chr16:57802634:57804934	0.0	0.4564342687841719	0.4564342687841719
chr16:57802953:57805253	0.0	-0.6136934159910651	-0.6136934159910651
chr17:3557467:3559767	0.0	0.009510598812374193	0.009510598812374193
chr8:127852708:127855008	-0.0083899921309037	-0.06324080903308613	-0.05485081690218242
chr10:58510871:58513171	0.0121911292430403	0.4708106359813349	0.4586195067382946
chr12:89349014:89351314	0.840021494086827	0.37067962612531336	-0.46934186796151367
chr17:31320732:31323032	0.0	-0.070334770068766	-0.070334770068766
chr14:64282685:64284985	0.302576330648463	0.20566502081444674	-0.09691130983401627
chr8:22064497:22066797	0.107493484109562	0.033259854148419456	-0.07423362996114255
chr14:23319456:23321756	0.340586198363599	0.29690349200212185	-0.04368270636147714
chr16:1942823:1945123	0.556109039395059	-0.29949828178159765	-0.8556073211766566
chr19:1095075:1097375	1.29515591814547	1.3413892224128219	0.04623330426735195
chr6:31270122:31272422	0.711810579315718	0.7540962827226371	0.04228570340691906
chr10:3111457:3113757	0.706159375868999	0.11407236533748234	-0.5920870105315167
chr14:74921473:74923773	0.0972009844941043	1.357794533846531	1.2605935493524267
chr16:2103493:2105793	0.834060544890772	0.8481866782800476	0.014126133389275597
chr3:100778327:100780627	-1.0084798759582	0.23145372818870324	1.2399336041469033
chr3:160448637:160450937	-0.152316387710544	-0.8109459270590658	-0.6586295393485218
chr17:50206934:50209234	-0.0666665843859603	-0.01821123265537055	0.048455351730589756
chr12:10210596:10212896	-0.181679445423814	-0.9684172988507516	-0.7867378534269376
chr22:42646379:42648679	0.0983023617831349	0.5262658714494127	0.42796350966627783
chrX:53434056:53436356	2.33106920882136	1.8898588112278822	-0.4412103975934778
chr18:34591338:34593638	-0.0520910341920715	0.017055743469592575	0.06914677766166408
chr1:15942422:15944722	0.410623650071412	-0.04985136324675917	-0.46047501331817114
chr19:35247100:35249400	0.0	-0.20195974650591417	-0.20195974650591417
chr19:7639829:7642129	0.200729594380708	0.40817124424310147	0.20744164986239347
chr19:11528872:11531172	1.51453508054587	1.1792604248023535	-0.33527465574351645
chr4:1287893:1290193	0.775395768249841	0.768803512587826	-0.006592255662015045
chr13:110705833:110708133	0.118031697247912	0.3475247850400898	0.2294930877921778
chr5:27215713:27218013	0.0	0.19751921628192437	0.19751921628192437
chr19:50511053:50513353	1.62190469125307	0.7702843051150158	-0.8516203861380541
chr12:45215726:45218026	0.483767809960243	0.5877149796656207	0.1039471697053777
chr4:154199819:154202119	-0.338500141910469	0.7259586733390818	1.0644588152495509
chr5:151347256:151349556	0.112086024289229	0.22695957761013935	0.11487355332091036
chr7:22852154:22854454	-0.45713130150099	-0.5421796066430067	-0.08504830514201667
chr16:19165970:19168270	0.0229545858761207	0.9599725131678093	0.9370179272916886
chr14:21078896:21081196	0.804944033457405	0.013615964481272115	-0.7913280689761328
chr19:1386024:1388324	-0.0131338137827422	-0.13105376951234504	-0.11791995572960284
chrX:68827020:68829320	1.44497672940369	1.337483706673114	-0.10749302273057593
chr3:125190225:125192525	-0.0069173392205329	-0.038980935825025265	-0.032063596604492366
chr10:17229120:17231420	-0.247603533322139	0.3649270954541258	0.6125306287762649
chr12:1642796:1645096	-0.0088711503580463	0.4547325753327447	0.463603725690791
chr16:1771257:1773557	0.618772624621298	0.6380096816597843	0.019237057038486327
chr17:80989597:80991897	1.2524421233337	0.608390420427346	-0.6440517029063539
chr15:88467088:88469388	2.19794291459939	2.1464269740201383	-0.05151594057925157
chr11:62577021:62579321	0.340825841013138	0.3068578930027575	-0.0339679480103805
chr6:22145207:22147507	-0.101153929565326	-0.5150480527560133	-0.4138941231906873
chr19:3570943:3573243	-0.0197644900066512	0.0364339595384544	0.0561984495451056
chr16:3063630:3065930	-0.597635682065533	-0.5223547752732521	0.07528090679228083
chr14:25049594:25051894	-0.0250459206874075	0.07802556107847931	0.10307148176588682
chr6:159692944:159695244	1.19422969272458	1.1831025716663215	-0.011127121058258416
chr14:74922955:74925255	0.117093720538311	0.21009221758111618	0.09299849704280518
chr13:47945639:47947939	-0.0056735071838525	-0.02100487775835344	-0.01533137057450094
chr22:50281634:50283934	1.39678080746378	0.5694100045196453	-0.8273708029441347
chr17:1722959:1725259	0.216156936866388	0.06537616564387876	-0.15078077122250927
chr4:140568661:140570961	1.59029232958674	-0.03061670356314253	-1.6209090331498825
chr7:151080566:151082866	1.19481141907225	1.2466761943386975	0.051864775266447394
chr17:75560279:75562579	0.0016416320661883	0.26759614250307456	0.2659545104368863
chr2:54513743:54516043	0.0	0.6769981345939481	0.6769981345939481
chr17:3471526:3473826	0.0	-0.019061152532741845	-0.019061152532741845
chr6:85448090:85450390	0.608727366201805	-0.7103713804834296	-1.3190987466852346
chr4:20551852:20554152	-0.709761940640422	-0.03837539290120968	0.6713865477392122
chr1:150506108:150508408	-1.90159521290603	-1.8232292536208752	0.07836595928515488
chr16:57001852:57004152	0.0016557479296595	0.054737053777389875	0.053081305847730374
chr3:49929241:49931541	-0.0128066332570483	0.021997290457858035	0.034803923714906336
chr11:128998102:129000402	0.254558149871591	-0.08506544209406106	-0.33962359196565206
chr11:65111370:65113670	1.75570826119532	0.7330767766392332	-1.0226314845560869
chr19:17403823:17406123	-0.226069278084137	-0.2141278506423767	0.0119414274417603
chr15:73986200:73988500	-0.0130960255357529	-0.20067019040704429	-0.1875741648712914
chr7:75064428:75066728	0.289995691077446	0.7240694032948246	0.4340737122173786
chr7:74026157:74028457	1.99088781045746	1.9965323393803096	0.005644528922849501
chr16:57370524:57372824	0.213483866157357	0.21002018077403486	-0.003463685383322146
chr2:48567019:48569319	2.04376743347025	0.46295160592414375	-1.5808158275461062
chr10:73780047:73782347	0.771779925561095	0.711657440750561	-0.06012248481053395
chr21:44939631:44941931	0.638350917668885	0.6208242998201882	-0.0175266178486968
chr14:91417378:91419678	0.0059284305759101	-0.23723964986125604	-0.24316808043716615
chr20:63707553:63709853	0.0955991476322784	0.18321796589202227	0.08761881825974387
chr11:471919:474219	0.0766878098846152	0.24730369078783254	0.17061588090321733
chr1:167719981:167722281	-0.157453216395952	-0.1299564482750553	0.027496768120896714
chr3:116444683:116446983	-0.0823220956180918	0.14894374276765718	0.231265838385749
chr11:17014114:17016414	0.35746163336036	0.2600462455109407	-0.09741538784941933
chr11:68041322:68043622	0.505811403693719	0.18399432722367887	-0.32181707647004015
chr17:60091585:60093885	-0.251254737996444	-0.49885935593314834	-0.24760461793670435
chr3:196317940:196320240	0.230835899048808	0.5040123926522813	0.2731764936034733
chr8:11806416:11808716	0.117759967492462	-0.9338123819582981	-1.05157234945076
chr1:162788800:162791100	0.587924982689975	0.40141468981068434	-0.1865102928792906
chr1:46181891:46184191	-0.033219440378069	0.2988338281575204	0.3320532685355894
chr6:122469978:122472278	-0.0082582699327471	0.390142599427553	0.3984008693603001
chr8:100156334:100158634	0.013187033147597	0.3073534844512563	0.2941664513036593
chr17:8382709:8385009	-0.214550346107564	-0.6402133982121292	-0.42566305210456523
chr1:30822297:30824597	0.433069350627732	0.34844184221592195	-0.08462750841181005
chr12:42589444:42591744	-0.022513616519649	0.013267755241813702	0.035781371761462705
chr17:47895469:47897769	-2.05399718278147	-1.3872112547220692	0.6667859280594006
chr14:105247594:105249894	0.138596202756645	0.7732784477499395	0.6346822449932945
chr5:81248477:81250777	-0.0159792387514625	1.2882581452104747	1.3042373839619372
chr4:38113899:38116199	0.348517394105176	-0.2873419785625738	-0.6358593726677498
chr8:144012472:144014772	-0.0044526347370986	-0.24810745551824798	-0.2436548207811494
chr10:70233611:70235911	0.123019577461575	1.438553987375021	1.315534409913446
chr8:18084661:18086961	0.98740410193887	1.0178612660889599	0.03045716415008992
chr1:169586288:169588588	0.35447296245384	0.9278243898934543	0.5733514274396143
chr11:59785066:59787366	-0.281101571743635	-0.08338204199340213	0.19771952975023285
chr17:42136131:42138431	0.0037198208284474	0.1349487514129859	0.1312289305845385
chrX:49184598:49186898	0.343533619619725	0.5136672483067632	0.17013362868703824
chr10:97496923:97499223	0.5538429308367	0.001197304133702136	-0.5526456267029979
chr19:11236197:11238497	0.261939419702815	0.637136900451202	0.375197480748387
chr12:102195584:102197884	-0.0064829904947461	0.3286511721022818	0.3351341625970279
chr14:23321262:23323562	-0.201029365610587	0.17701525056079484	0.37804461617138185
chr3:107240283:107242583	-0.0703640228095921	-0.04590954713278008	0.02445447567681202
chr17:8382913:8385213	-0.893806089359368	-0.518485235784355	0.375320853575013
chr1:44808659:44810959	-0.350859754121757	0.08207645022436787	0.4329362043461249
chr4:137212499:137214799	-0.0012139860537081	0.08869709429679865	0.08991108035050674
chr17:17972110:17974410	0.711904393008543	0.7469820173626563	0.035077624354113324
chr21:16417654:16419954	-0.275642595427761	0.25791056283970526	0.5335531582674662
chr11:119082910:119085210	1.19180568214945	1.1887466201394177	-0.003059062010032365
chr8:109644479:109646779	-0.094725178686414	0.30950709939537596	0.40423227808178996
chr5:65473373:65475673	-0.0887057913909831	-0.1029666127904456	-0.014260821399462498
chr7:3299586:3301886	0.004515541238542	0.7659373047660786	0.7614217635275365
chr17:74774482:74776782	1.29692467417167	1.2859776381177743	-0.010947036053895687
chr9:126333218:126335518	0.0043020694625249	0.8209391276743682	0.8166370582118433
chr3:49018458:49020758	0.0444510866409629	0.9520424170856226	0.9075913304446598
chr9:81687712:81690012	0.293074538181572	0.007360591393674629	-0.28571394678789735
chr22:39455011:39457311	0.0081133867532528	-0.23388466753504342	-0.2419980542882962
chr1:78647857:78650157	-0.511352986422399	-0.06092067931244557	0.45043230710995347
chr15:76292398:76294698	1.38781989198532	1.1059062823213937	-0.2819136096639263
chr21:16192181:16194481	-0.0107332721675045	0.09510709422158754	0.10584036638909204
chr16:3135649:3137949	0.251097048593428	0.1369108743026137	-0.11418617429081432
chr19:50375244:50377544	-0.103275774294634	1.118699727801871	1.221975502096505
chr17:58531765:58534065	-0.083799985554582	-0.09729645489956049	-0.013496469344978487
chr21:29083860:29086160	-0.0108135439214969	0.3240416248057122	0.3348551687272091
chr12:70609544:70611844	-0.009080781424506	-0.02615752444844779	-0.01707674302394179
chr3:107240363:107242663	-0.0703640228095921	-0.09807333413861508	-0.027709311329022976
chr17:50546072:50548372	0.139870479177677	0.06606342461703643	-0.07380705456064057
chr1:155254891:155257191	1.35282971100115	0.6917948320521825	-0.6610348789489675
chr9:27573157:27575457	0.292195300027796	0.2611525232925524	-0.031042776735243582
chr8:92095143:92097443	-0.0432260753155037	-0.008064567259050614	0.035161508056453086
chr18:49811231:49813531	0.0049030369190734	0.5112649153182435	0.5063618783991701
chr8:32546209:32548509	-0.0111112844900117	-0.15885533915166142	-0.14774405466164972
chr7:44998187:45000487	0.212820239685457	0.23690942928022016	0.024089189594763166
chr16:65071960:65074260	0.0053122667038625	-0.3462468362744786	-0.3515591029783411
chr14:90816130:90818430	1.00794638155917	0.3201998616098041	-0.687746519949366
chr9:4791086:4793386	1.15860165058588	1.368603291208656	0.21000164062277604
chr12:113093039:113095339	0.913709362334782	0.23279996723086838	-0.6809093951039136
chr1:29230591:29232891	2.05837593178158	1.788861414390686	-0.26951451739089416
chr6:31271771:31274071	3.22648573308136	3.1918346554771437	-0.03465107760421615
chr1:13582266:13584566	0.0	-0.04976387831545628	-0.04976387831545628
chr7:134458834:134461134	2.08126799239143	1.750615875319917	-0.3306521170715129
chr4:17821698:17823998	-0.0662037653146578	0.18145466113135245	0.24765842644601024
chr12:7133448:7135748	-0.264994319171308	-0.2516607988867543	0.013333520284553702
chr15:76286191:76288491	1.51625390810746	0.39893722378024626	-1.1173166843272138
chr11:41459336:41461636	0.0	0.2885473860684767	0.2885473860684767
chr19:39031763:39034063	0.224836645717288	0.5265469488303874	0.30171030311309943
chr19:35133441:35135741	0.134156904022907	1.3593091279155518	1.2251522238926449
chr16:2337149:2339449	0.0	0.1395234296260422	0.1395234296260422
chr4:182084831:182087131	-0.0139689233403785	0.10230264173505266	0.11627156507543115
chr19:4302085:4304385	0.108130436377624	0.23542455045531444	0.12729411407769042
chr19:39172935:39175235	0.31867568675354	0.2683880538373452	-0.05028763291619481
chr16:31064669:31066969	-0.234848512931276	-0.2620702165950392	-0.027221703663763197
chr17:75764857:75767157	0.224754796738764	0.3009344461749873	0.07617964943622332
chr21:16192201:16194501	-0.0107332721675045	-0.29615105784782975	-0.2854177856803252
chr11:35187834:35190134	-1.31024196826435	-0.832989331188087	0.477252637076263
chr8:11466453:11468753	-0.0007368341691188	-0.04879127821384485	-0.04805444404472605
chr21:16535305:16537605	-0.650400866944893	-0.04854559659109306	0.6018552703537999
chr10:124702183:124704483	0.759768783386294	0.5126439298047232	-0.24712485358157088
chr3:186108250:186110550	-0.0954801987346831	-0.35947003895100677	-0.26398984021632366
chr7:155299606:155301906	0.99665774269861	0.8246865910170896	-0.17197115168152033
chr4:76276118:76278418	0.690742638520641	0.5832652214798917	-0.10747741704074931
chr11:35195161:35197461	-0.0246038681537058	-0.07001079708768138	-0.04540692893397558
chr1:79006405:79008705	-0.133037187276164	-0.10590248008143854	0.027134707194725466
chr8:60858903:60861203	0.280106133431695	0.5638502999816681	0.28374416654997314
chr4:76212103:76214403	0.0326658131435545	-0.012549967888977404	-0.045215781032531904
chr21:16009464:16011764	-0.00889651183513	-0.07019178764009595	-0.06129527580496595
chr7:905316:907616	0.0016442325503488	0.08516366160169221	0.08351942905134341
chr3:98979057:98981357	-0.164367317423801	-0.4338145391605476	-0.26944722173674657
chr11:46591123:46593423	0.0205601362176432	0.6868987995328664	0.6663386633152232
chr22:39498346:39500646	0.0033061893216728	0.03811684204450461	0.03481065272283181
chr6:2997875:3000175	1.25527911840862	1.4174358052974663	0.1621566868888462
chr19:2783502:2785802	0.568541972299365	0.42135387476960817	-0.1471880975297568
chr19:17418047:17420347	0.531562010171817	0.5195978242001811	-0.011964185971635954
chr16:232828:235128	1.01403134279168	1.050872173101457	0.03684083030977692
chr11:64916909:64919209	0.431713797633813	0.5426135793206147	0.1108997816868017
chr16:3127776:3130076	0.0	0.14262987572086633	0.14262987572086633
chr5:153489296:153491596	0.0	0.192430243871361	0.192430243871361
chr2:232901162:232903462	0.0	-0.07565253400470655	-0.07565253400470655
chrX:57121243:57123543	0.64067178162999	0.6938986176977071	0.053226836067717165
chr16:75242402:75244702	0.468233236954121	-0.01620786067264272	-0.48444109762676374
chr12:22118189:22120489	0.0	0.09344618222106989	0.09344618222106989
chr14:64294110:64296410	0.132891057057101	0.18868922887001852	0.05579817181291752
chr2:43226306:43228606	-0.566721704375896	1.2811138841580183	1.8478355885339144
chr5:177598161:177600461	0.702678134813535	0.7306567558974697	0.027978621083934674
chr6:3116710:3119010	1.54166605538553	1.5968509888854625	0.05518493349993259
chrX:154545641:154547941	0.802333643344485	0.7661991342212611	-0.03613450912322391
chr4:80264941:80267241	-0.21240910199151	-0.5001090937411284	-0.28769999174961847
chr3:14400620:14402920	-0.117730900188127	-0.141041902332997	-0.02331100214486999
chr10:124742670:124744970	-8.61165944929348e-06	0.6791510784120872	0.6791596900715365
chr8:101788698:101790998	-0.0229840424711599	0.5278691157956035	0.5508531582667634
chr9:98371271:98373571	-0.0231003826226028	0.04501244003325249	0.06811282265585529
chr11:9718065:9720365	-0.0044526347370986	-0.8769924354941601	-0.8725398007570615
chr10:112407532:112409832	1.48194525516752	0.22448413274413204	-1.257461122423388
chr4:101345791:101348091	0.603052585853432	0.7498645637292478	0.1468119778758158
chr15:34342823:34345123	-1.79385285182527	-0.6333189196352085	1.1605339321900616
chr12:42589322:42591622	-0.022513616519649	0.16622389872854595	0.18873751524819496
chr15:82709523:82711823	0.113948939490327	0.24002881145560914	0.12607987196528214
chr11:9583182:9585482	-0.422156608761162	-0.5783886470801858	-0.15623203831902377
chr1:1613904:1616204	0.0249561129050655	0.16268169371199506	0.13772558080692957
chr4:151691424:151693724	0.0016416320661883	0.2408634313656432	0.2392217992994549
chr1:160060460:160062760	0.0	0.02965986953720165	0.02965986953720165
chr19:45691617:45693917	-1.6368179584904	-0.6982624754003232	0.9385554830900767
chr10:126109488:126111788	1.12616123739741	-0.022231727367796023	-1.148392964765206
chr11:65313944:65316244	0.0946218088820694	0.7599509081115667	0.6653290992294973
chr20:33674088:33676388	0.130352488514246	0.16953006331252132	0.03917757479827533
chr15:82698940:82701240	-0.0207785281649548	0.043565109458864174	0.06434363762381898
chr19:46728106:46730406	0.0103931324498241	0.15448685143319757	0.14409371898337348
chr2:65054451:65056751	0.42062522895163	0.22301247131197116	-0.19761275763965885
chr3:139575348:139577648	0.0	0.26175534561490027	0.26175534561490027
chr1:159012680:159014980	-1.59979643512006	0.7372218400063952	2.3370182751264554
chr1:63653742:63656042	0.169548831358585	0.9406413993140927	0.7710925679555077
chr1:150270789:150273089	-1.07671749634064	-0.5761395796297388	0.5005779167109012
chr17:3471497:3473797	0.0	-0.02630688093790535	-0.02630688093790535
chr10:89643656:89645956	0.860497103723123	0.6644494580837706	-0.1960476456393524
chr9:63126800:63129100	0.0113608556208361	0.6382126172077137	0.6268517615868776
chr14:105312886:105315186	0.0995454607484866	0.07330004733232084	-0.02624541341616575
chr1:155192609:155194909	-0.728894064478765	-0.7214198734488629	0.0074741910299021
chr8:109691304:109693604	-0.0044873476424497	0.0014126607866999368	0.005900008429149637
chr19:17420443:17422743	0.698970712381149	0.109420763828292	-0.589549948552857
chr3:45225987:45228287	-0.0351505035938502	-0.14401980541040035	-0.10886930181655016
