promoter_id	atac_logfc	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me3	H3K9me3
chr2:111494786:111497086	-0.48949346819312295	-0.4669936436851297	-0.11128572880411126	-0.04613416269586342	-0.09174512857421777	-0.16904901980547785	-0.009960024202100263
chr9:98375007:98377307	-0.04445391770027869	-0.18163357502636335	-0.0734572454507788	-0.029469894551699342	0.023609053158767518	-0.06124203293983009	-0.07381532381020287
chr16:12899619:12901919	0.003820415047948599	-0.03913965495165375	-0.1556670109304209	-0.1189711689914303	0.04675692222739102	-0.05574302183759634	-0.013325145284022273
chr16:57802634:57804934	-0.19331601266714943	-0.023710357990009843	0.13676930563626052	0.09467194568350114	-0.014914544955612776	0.025929274515248207	0.12320211950736956
chr16:57802953:57805253	-0.2285313659333285	-0.15221497803616577	-0.12892316686111582	-0.1215179939350302	0.021448983217660006	-0.08099334654697296	-0.2307640869506766
chr17:3557467:3559767	0.00795644838006305	-0.31039595052230573	0.03029871328466174	0.0394897026254478	0.0999439437091238	-0.057809036426200014	-0.10777576129298666
chr8:127852708:127855008	-0.1583068201540301	-0.23815129970867266	0.06491147232094258	0.02668024163778586	-0.007239253033584665	-0.03211430107535067	-0.02682338807475859
chr10:58510871:58513171	0.02711712655325414	-0.19227300153108134	0.052884020496704334	0.14392333379818542	-0.1762663289136679	0.1987977953932096	0.10882515113016537
chr12:89349014:89351314	-0.06656135325685755	-0.03462605346390203	0.1050664776348213	0.014369653276117292	-0.0909629582380596	0.1777958710179437	-0.042204549899316386
chr17:31320732:31323032	-0.015674475310252466	-0.2951208656360924	0.1110570890099181	0.0025027491999804075	0.013430814335038585	-0.07281506104398182	-0.12151755967794499
chr14:64282685:64284985	0.0612325525951756	0.03882585291901223	0.005080020976722311	-0.016561338391229734	-0.04952487495508017	-0.09926092430015471	-0.04192880708456973
chr8:22064497:22066797	-0.05683122186723163	-0.07052928652471488	-0.005553707473085034	0.019570038368036426	0.02865016734554715	-0.17922861130341122	-0.010620063451297753
chr14:23319456:23321756	-0.12474829478692828	0.09035348910137404	-0.00883811321227717	-0.0029739378691640774	0.008041162679783935	0.1989598339711862	-0.171693186936414
chr16:1942823:1945123	-0.20370915811791865	-0.19417054629863642	-0.11625246672525102	-0.13930882355030397	0.006442336354467472	0.04095864158782977	-0.0012608040863682838
chr19:1095075:1097375	-0.03335962458562422	0.1905875249233107	0.3324942009576543	0.09477951406033347	-0.0505714976666444	0.361489309183482	0.1381672564857342
chr6:31270122:31272422	-0.15180988832297973	-0.10988422454969948	0.17797358127912974	0.13600612095319373	0.13411350555963683	0.2745118338721592	-0.014617185123367243
chr10:3111457:3113757	-0.12768417752514516	0.010861686717138167	-0.043306262453880945	-0.03508760684171632	0.13999897400456476	-0.29841972723977866	0.15990693962175156
chr14:74921473:74923773	0.21925488420129835	0.08091687442872586	0.020687274720715142	0.1499420631005651	0.07235367213846267	0.5172208715150199	-0.010383645312852869
chr16:2103493:2105793	0.2550462474636272	0.026126312501219575	-0.017017692748440207	-0.0031145847226610747	0.13706197230048303	0.0015805828547764695	0.1407013015764828
chr3:100778327:100780627	0.007444222576765791	0.029145202036710085	0.04684591678360423	-0.0026791267332693124	-0.07326622425851734	-0.18958262336641996	0.10574382209525626
chr3:160448637:160450937	-0.3784107063498319	-0.5678958575557019	-0.09425356774719366	0.011650679601642728	-0.014265602985046878	-0.044698467261352355	-0.030874943816165932
chr17:50206934:50209234	-0.16195485410058502	-0.2809673164906192	0.016321248700981106	-0.06279758066784753	0.209686897733282	-0.061243724064471185	0.01494155717932598
chr12:10210596:10212896	-0.2702258884857823	-0.4965478970102468	-0.11521741510876037	-0.1841032415434244	0.10452066450580767	-0.17607923978757484	-0.1385668204753739
chr22:42646379:42648679	-0.12291833327167748	0.08466213584859601	0.06789315377480802	0.08726347950664975	0.09009520482181331	-0.09857956280637364	0.11004725452102096
chrX:53434056:53436356	0.16872981509671173	0.4475705689470003	0.016190503467337868	0.24386174314103792	0.2802164145128418	0.13669582173164624	0.28879140527671454
chr18:34591338:34593638	-0.08822970837783886	-0.28789269154403824	0.12779528749679814	0.05164608339119416	0.06840716587035565	-0.05457862045534858	-0.1078943119660951
chr1:15942422:15944722	-0.07822370251564595	-0.2817816442980569	-0.04349617195265694	0.02261236030206166	0.008236141679301272	-0.03073941884851622	0.04573853333217391
chr19:35247100:35249400	0.02419716843489523	0.08285614807268213	-0.14359195119598803	-0.09937228656023774	-0.10456252644921031	-0.19652449872516814	-0.07276433913745063
chr19:7639829:7642129	0.04318215606234608	0.031427347540773413	0.08072939426288593	0.12841858476976273	0.04837343320887292	-0.21060392618827573	-0.02115828446782964
chr19:11528872:11531172	-0.0184104089121154	-0.07696497164815548	0.04735276533285796	0.05478091733978974	0.1578162467777375	0.38349978222529946	0.3233835546323575
chr4:1287893:1290193	-0.04451859262740462	0.14893815683881748	0.07562215927993325	0.04791839270719317	0.08041571207232735	0.24725675784213624	-0.09463161257973833
chr13:110705833:110708133	-0.32185539314790557	0.2003729437665863	0.08084640213623132	0.06010901132692698	-0.03187344599902119	0.06959747665890603	-0.017474748756207418
chr5:27215713:27218013	-0.035326698562994814	0.10552266407408595	-0.1263691767596304	-0.004215302303486425	0.029617808176910322	-0.12209738639460145	0.04258476899707115
chr19:50511053:50513353	0.12500368024346314	-0.03547939292364097	0.10341809076930587	0.11009220162787428	0.1330005102155701	0.10422537005898316	-0.07777869393110752
chr12:45215726:45218026	0.0037505802194958155	0.14844823340824218	-0.07650906418104603	-0.16837741352244714	-0.034422461472406275	0.5839034302964426	-0.17688086413719614
chr4:154199819:154202119	0.06944609542000385	0.10209096669323312	0.11780864261895753	0.17568203734551577	0.0008261156501789305	-0.08005008524154694	0.03235236179817662
chr5:151347256:151349556	0.22699646180048094	0.09741428126854908	-0.19304666129201747	-0.06407734451050925	0.06806592038348708	-0.2471191228237205	0.03092350372930272
chr7:22852154:22854454	0.02217896953297478	-0.5701120726664147	-0.06431631559261468	-0.021872618584283132	-0.11997919247109733	-0.03803582448103313	-0.05784509143509255
chr16:19165970:19168270	0.3555038438665271	0.20274991086097155	-0.11872904891519619	0.005115932865377533	-0.03632111687198545	0.32340538523961987	-0.07955493293208764
chr14:21078896:21081196	0.009424195749938833	0.02187636498544164	-0.14046598235101368	0.07124381480534149	0.03849578154457688	-0.25687534755257746	-0.03788540175501181
chr19:1386024:1388324	0.0897434333169568	-0.02365645844639486	-0.012430755049944573	-0.03363203057684034	-0.1631062063760026	-0.17693274719928462	-0.11884154423539509
chrX:68827020:68829320	0.14849331486462305	0.09307455067297989	-0.0556304904857001	0.12540208057929975	0.02895759308178722	0.37282630836969854	0.31655781053584453
chr3:125190225:125192525	-0.05898855714219388	-0.06783394459795972	-0.06792855971895456	0.013260069856595435	-0.0048892411467392595	-0.05694615539801621	-0.10345708673232952
chr10:17229120:17231420	0.12040415691132607	-0.1262355769709597	-0.04528169262658499	-0.08833705986518753	0.1257456329555439	0.07168104630740543	-0.0008519503119855495
chr12:1642796:1645096	0.07471811037281699	-0.042996810400771204	-0.0013661484965942472	0.06213090454197918	-0.05406423472702091	-0.09765429674269929	0.2061625117304624
chr16:1771257:1773557	-0.018364875935792054	-0.0908174690518521	0.14974402091925404	-0.07554475733036245	0.0641586785696916	0.12038913917306399	0.18064240626119668
chr17:80989597:80991897	-0.005529256406325239	-0.08914404759673426	0.062069867524235614	0.0721220944686538	0.13518674057742286	0.13178885051599665	-0.005906367710468285
chr15:88467088:88469388	0.12685063444698721	0.48170456247980004	0.10335196650126939	0.149246845397033	0.2814267159804147	0.31062379148725894	0.38541991867279535
chr11:62577021:62579321	0.36525176870437426	0.02399876629644705	0.1500641439846978	-0.13602081133376853	-0.08181232460939074	-0.3819270808643268	0.059500891770140556
chr6:22145207:22147507	-0.2585831326723005	-0.2463102153843297	0.028434567505529626	-0.10946948558944443	-0.044620352762963014	-0.19658518581595655	0.004283212908886383
chr19:3570943:3573243	-0.02742876294072913	-0.0742771531828702	-0.07034105621944653	-0.08152878539747344	0.05406607384519395	0.11318884429833696	-0.18504773991912185
chr16:3063630:3065930	0.02595974472145757	-0.46988436962464425	-0.006786817704099439	-0.05480975451038688	-0.0769151972842198	-0.22531245182301207	-0.022408468102911378
chr14:25049594:25051894	-0.018275664290428574	-0.16822105312001848	0.023960749767470032	-0.01112966450228122	-0.09618346244282307	-0.007570664033403892	0.047642780645384776
chr6:159692944:159695244	0.24136720977508724	-0.00856440668523551	0.2721374646004871	0.245432820066199	0.015455599732400294	0.19075913936479857	-0.08128779424194607
chr14:74922955:74925255	-0.153299216325129	0.1334941822920343	0.10548102256807655	-0.15915485152336106	-0.16126651607922252	0.28528449400521005	-0.14824943641106733
chr13:47945639:47947939	-0.03455237195991171	0.018479365571888662	-0.0011362658779603082	-0.03631600445244638	-0.040569713510231975	-0.19891724822297657	-0.03579517836127703
chr22:50281634:50283934	0.08391986468052932	-0.137736052231946	-0.027277779940126614	0.2620073912158747	-0.06811946533330135	0.008751608608706793	0.14006189846534284
chr17:1722959:1725259	0.08992007998939142	-0.2896032743511118	0.02082103068943246	0.011329341581296984	0.011550049265258138	0.13813596485431467	-0.22457956543927
chr4:140568661:140570961	-0.0072153753978547374	0.007183847254355538	-0.0763461679720268	-0.08541996589294891	-0.12082791993334366	-0.08161501261558912	0.025821351939690297
chr7:151080566:151082866	0.14087959276133274	0.14603647807363743	0.0019348204706452646	0.14011185636916523	0.01912473759298226	0.31052467644572207	0.18026149357063873
chr17:75560279:75562579	-0.3431145914724726	0.04950961247892829	0.09400885774995411	0.06860797936390287	0.10965438655853034	-0.20391550195151117	0.18504286072118228
chr2:54513743:54516043	0.012786316935336913	0.22338323175445488	0.12147899306207442	0.05836370441155019	0.042431921005588215	-0.1527192391655614	0.0634706675359425
chr17:3471526:3473826	-0.28801159565601886	0.13481412917428123	0.05438365617391603	0.1252050506233337	-0.006274722014495644	-0.2940107148061546	-0.052969495082185084
chr6:85448090:85450390	-0.15278481765866733	-0.6238334198726034	-0.2171607438861651	-0.01042151140546825	0.003383880770396648	-0.053545185182578385	0.036187877697096194
chr4:20551852:20554152	-0.1453366308752476	0.0400192586493332	-0.08964194677795721	0.008615494455810288	-0.03171963031935285	-0.10586977473461692	-0.022244702353754354
